,corpus,label
325,"@justinbieber concert tonight ! &lt; 3 so pumped !! :D going to leave the concert being his favorite girl ! And I will be one less lonely girl ! &lt; 3 RT @WALuvsKatStacks : Ah , i asked for a follow back - when i already hadd one so they call me thirsty lmao ? Fck you #teamkatstacksbitch ... RT @josielovesmcr : Danger Days : True Lives of The Fabulous Killjoys #mychemicalromance CAFE NINE TONIGHT AT 11 !! @emmarose99 hows ur day ? not sure how i feel about the rain right now ... but what a wonderful day it has been ... can't wait for later tonight !!! I pray an give God glory even when im in pain , hurting , or crying .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-other I-other I-other I-other I-other I-other I-other I-other I-other O B-facility I-facility O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-person O O O O O O O O O O O O
326,"24/7 God is great !!! RT @ItsTheTeenLife : "" HAHA , remember when you guys dated!'' '' Shut up ! NEVER EVER bring that up again!'' #ItsTheTeenLife check out @140hours auction starts tonight ! Dreaming Storm http://bit.ly/5Bq0Qm will go at my B-day party .",O B-person O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
327,"Fucking can't believe it ! Tonight , dinner with friends &lt; 3 RT @DubOnDaBeatz : People who gossip remind me of reporters #nshit always got da latest info on somebody ! Time for you loose lips to chan ... Salem Daily Dish// Chef 's Choice Menu at Spoons NW Bistro for tonight ...: Caramalized Onion Tarthousemade tart wit ... http://bit.ly/98QmI9 @dj279 do you have any new kasha this week ? @rachelshaps - dang ! I didn't know you were giving shoutouts ! Haha oh well .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-geo-loc O O O O O O O B-facility I-facility I-facility O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
328,"They're is always next friday :) ok , starting BIG crash diet this week , just getting an exercise bike now &amp; I will be at least 2 dress sizes smaller by New year ! @elwxnino @clausw @ManDee4 The #comcast outages have been increasing for the last year and yet the prices haven't gone down .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
329,Happy B-Day Jimmie Johnson FLYING LIZARD total 9 for Clark Duke RT @Naathan_B : Just watched hot tub time machine .,O O B-person I-person O O O O O B-person I-person O O O O O O O O O O
330,"Funny film ! Quite enjoyable ! Hmm 7.5 /10 In the day of prosperity be joyful , but in the day of adversity consider .",O O O O O O O O O O O O O O O O O O O O O O O O O
331,"Ecclesiastes 7:14 #JESUS #TRUTH #jesustweeters "" You may have given up on me , but I'm not given up on you ."" -The Boy You Use To Love Find us at Tipitina 's tonight and mention that you're following us on Twitter and get a FREE Fried Mac N ' Cheese ball with any order ! 'RT @TheGhostOfYou_ : Adeus noites bem dormidas RT @Vivi_Venom "" Danger Days : The True Lives Of The Fabulous Killjoys ."" 22nd november' Well , I was gonna buy a Zune HD ... but now that the @Rally4Sanity exists , I must go to D.C. next month .",B-other I-other O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-facility O O O O O O O O O B-company O O O O O O O O O O O O O O O O O O O O O O O O B-other I-other I-other I-other I-other I-other I-other I-other I-other I-other O O O O O O O O O O B-product I-product O O O O O O O O O O O O B-geo-loc O O O
332,YESSSSSS .,O O
333,"Honored Double Diaomond as well : Jan Bloom ... her two beautiful daughters surprised her on stage , it was just sooo ... http://fb.me/JLLhbDl0 meet the luckiest guy in america ... soooo jealous !: RT@vincewelch My 1st trip to Fenway tonight http://twitpic.com/2pdwoo Blegh , that fell through .",O O O O O O B-person I-person O O O O O O O O O O O O O O O O O O O O O B-geo-loc O O O O O O O O O B-geo-loc O O O O O O O O
334,Staffing agency had a miscommunication w\the client .,O O O O O O O O
335,So two week temp assignment fell through unfortunately .,O O O O O O O O O
336,"G'mar chatima tova , internet ! @lehoop18 not going out tonight , but I love you .",O O O O O O O O O O O O O O O O O
337,"productive room cleaning being done ! HAVE YOU HEARD DJ STRATEGY IS NOW AT VISIONS LOUNGE IN HICKORY , NC ON WEDNESDAY ; S NIGHTS ... WOW !! DONT MISS IT ! RT @bobbyhundreds : After a few episodes , I think I've figured out how to catch a predator .",O O O O O O O O O B-musicartist I-musicartist O O O B-facility I-facility O B-geo-loc O B-geo-loc O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
338,It seems you just ask them to take a seat .,O O O O O O O O O O O
339,So much work yet to do before heading to Grand Masquerade next week .,O O O O O O O O O B-other I-other O O O
340,Tomorrow 's the big day ! Our Pet Spa and Adoption Event with Evergreen Subaru is from 10am to 1pm and we can't... http://fb.me/I3aLAgtp Yesterday 's shoot was unreal .,O O O O O O O O O O O O O B-company I-company O O O O O O O O O O O O O O O
341,"Today is just as sick ! Is that even possible ?! going now guiseeeee ... if i dont see you through the week ill see you through the window :) :) @x_Jamelia_x When r u gona realise we dont want u on our tvs ?? To prove my point enter ur name into search .. Uve had ur 15mins ! I might be drunk again tonight Drop by the sweat check I'll be there volunteering RT @EricJacksch Ah , the weekend .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
342,"See you at the Army Run on Sunday ? #Ottawa Road snow is expected today on Milford Rd , Lindis Pass and Arthurs Pass today http://ow.ly/2G4Re No warnings for Desert Rd , Lewis , Rimutakas Justin Timberlake ft .",O O O O B-other I-other O O O O O O O O O O B-other I-other O B-geo-loc I-geo-loc O B-geo-loc I-geo-loc O O O O O B-other I-other O B-geo-loc O B-geo-loc B-person I-person O O
343,"Beyonce - Until the End of Time http://t.co/kUe6djJ via @youtube Anja Rubik Model in Lingerie of the Day http://f.ast.ly/DCaEM What do you do when you're stuck because the one that you love Has pushed you away , And you can't deal with the pain .",B-person O B-other I-other I-other I-other I-other O O O B-person I-person O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
344,"Mostly Cloudy and 64 F at Buffalo Municipal Airport , MN Winds are Calm .",O O O O O O B-geo-loc I-geo-loc I-geo-loc O B-geo-loc O O O O
345,The humidity is 68% .,O O O O O
346,Last Updated on Sep 17 20 http://s1z.us/yb.htm my friend and me were filmed and interviewed about sex in cologne :D gosh thats so crazy .. hope they show it on tv on monday :P #RTLextra @write_as_rain you need to listen to that green day song .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-musicartist I-musicartist O O
347,Yay .,O O
348,@penguin is coming to see me next week ... plotting my cooking now ! This week only $5 off custom blogger design ! http://www.bonanzle.com/LoisCollis After 2 months not even a word .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
349,Guess ure fine .. thanks for being nothing but a fake .,O O O O O O O O O O O O
350,Seriously cycling ? FRIDAY Sept .,O O O O O O
351,17 http://goo.gl/fb/83ib3 RT @WeSpazForJB : http://twitpic.com/2nn4ee &lt; ---- still the funniest photo .,O O O O O O O O O O O O O
352,of all time .,O O O O
353,ALL TIME .,O O O
354,"On our way to @IF3 !!! This won't be a party for juniors tonight ! RT @Queen_UK : Having repaired 500 years of religious division and set an example of tolerance and leadership to the Christian world , one ... signing along to Remembering Sunday RT @midgetmegs : hate people who write drunk status'. must be having a great time if your sat writing it on facebook ..... @valovanity hahah .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-company O O O O
355,"Speaking of , when are you planning the savannah trip ? Like , budgeting it out and whatnot .",O O O O O O O O O O O O O O O O O O O
356,"@_mistercory *Smiles up at him* Can we just ... sit together for a while before round two ? About to get ready for work...don't have a good feeling about tonight #famouslastwords Parking Day - Parking Day hosted by the Hudson TMA at Town Square Place on Pavonia Avenue in the Newport ... http://tumblr.com/xmyiud0zl @wellydogdesigns aww shame he 's not full of beans too ! ah well , as long as you're having fun ;-) hmm I fancy a drink now :) ) An entire stack of papers has disappeared .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-other I-other O B-other I-other O O O B-other I-other O B-facility I-facility I-facility O B-geo-loc I-geo-loc O O B-geo-loc O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
357,I think that is a sign to wrap up for the week .,O O O O O O O O O O O O O
358,New Teeshirts ordered with all new designs ... I hope people will like ! October 9th 2010 ... Remington 's Annual Octoberfest !! @MakeDaPussyDrip ALL DAY Tomorrow is another day ! Ha I'm lucky .,O O O O O O O O O O O O O O O O O O B-other I-other I-other I-other O O O O O O O O O O O O O
359,I got in the car like five seconds before it started POURING rain .,O O O O O O O O O O O O O O
360,"'::: Flashback Friday - "" Dancing Queen "" http://bit.ly/d49VXU' I was there on Tuesday !! heheRT @devialicious : otw pelabuhan ratu @highs_are_low cause I was too busy singing my heart out and all .",O O O O O B-other I-other O O O O O O O O O O O O O O O O O O O O O O O O O O O
361,It 's hard to go crazy when you're trying to record something :p Going now .,O O O O O O O O O O O O O O O O
362,Be back later tonight .,O O O O O
363,"Thanks for all the Friday Fucking , appreciate it .",O O O O O O O O O O
364,"Make love , not war : condoms are cheaper than guns .",O O O O O O O O O O O O
365,"XOXO @drugmonkey First-time commenters automatically go to moderation , so I'll need to publish it by hand , but I'm watching for it .",O O O O O O O O O O O O O O O O O O O O O O O O
366,Tonight ! Homemade ice cream flights -- try 3 of chef Tim 's boozy ice cream creations ! I need a place to work out with free weights for the day .,O O O O O O O O O O O B-person O O O O O O O O O O O O O O O O O O O O
367,somebody hook that up .,O O O O O
368,"#SwollOn Good Day Sunshine http://bit.ly/cK4PB8 is available to rent off season ! Great surfing , fishing , hot-tubbing ! I &lt; 3 fall in Rodanthe @OBXcom @Laylaloves Well Im Irish and I couldnt stand her in the programme even before "" waterfight/braless gate ""!! She jus seemd sniddy ! @ohy22SD Hopefully the Force will be VERY strong with the #Padres tonight .",O B-facility I-facility I-facility O O O O O O O O O O O O O O O O O O O O B-geo-loc O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-sportsteam O O
369,We NEED a win .,O O O O O
370,#ScoreSomeRuns Ha ha i try for you really hm lmao lame pretty day RT @SavingGorillas : Kwiruka left her group several times after death of infant-unknown causes-late July ; last seen alive Aug 24 .,O O O O O O O O O O O O O O O O B-person O O O O O O O O O O O O O O O O O O
371,"i have pride in myself that one day i will be #1 girl of the week and u have pride in your self that your dream will come true ok love u ! #DiggyFollows50 right after his daddy stops tweeting via tub A nigga not even startin tonight , they must be tryna get our bakc up QB hurt .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
372,smdh Sooo plans for tomorrow night ? I gotta do something .,O O O O O O O O O O O O
373,I need a night out .,O O O O O O
374,"workin at the ol Sunset Bistro tonight ... come get some grub #icandowithout you , when I say it I will do it .",O O O O B-facility I-facility O O O O O O O O O O O O O O O O O O
375,"'RT @ItsTheTeenLife : I remember when myspace was a big "" who has the most free time on their hands to make their page look the coolest "" comp ...' RT @ZodiacFacts : #ZodiacFacts As an #Aries romance is n't about what you 're after -- it 's about taking chances , exploring and keeping an ... @swavelbean13 :D How was your day ? :) Man : Hey there , havent I seen you some place before ?? Woman : Yes , and thats why I dont go there anymore I hate it when my [ HONK ! ] gets stuck in my [ WHOOPWHOOP] .",O O O O O O B-company O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
376,"#woot I'd like to buy this , but i have a hard time doing a sit up ... @YourboyH cool I'll check it out when I get home .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
377,"JV soccer leads 4-1 after Benitez scores again , less than 7 mins to play Buck mountain tomorrow .",B-sportsteam I-sportsteam O O O B-person O O O O O O O O O B-geo-loc I-geo-loc O O
378,"#adirondacks #hiking RT @cinnzcocky_yep "" I got lots of gualllluhh I spend it "" -- &gt; drinks on u next time Hey .... my birthday is in exactly one month !!! :D FREE : Air Music Jump .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-product I-product I-product O
379,"if you like Rock Band or Guitar Hero , you may also like Music Jump .",O O O B-product I-product O B-product I-product O O O O O B-product I-product O
380,http://appj.mp/AirMusicJump @darynjones imma tell you one time ! JUTHTIN BEAVERRRR !!!! @nickjonas i should write this before but i couldn t happy birthday :) i hope you enjoyed a lot yesterday Today 's health service lecture was actually interesting to me x ) @marciaforbes When U dig grave always dig 2 .,O O O O O O O O B-person I-person O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
